id,title,description,topic_categoriesthumbnail,tags,distracting,topic_categories,category,thumbnail
YUezQoc82LE,ZenTao roles - Scrum Master,What is the Scrum Master in a Scrum team? How could the Scrum Master use a Scrum tool? Check out this video.,,,0,"['Education', 'maths']",27.0,
eo1PW7Wi2pg,Perfect Scrum Roles in No Time,"Unleash the Strength of Specialization with Scrum! In this video, we delve into how well-defined roles and right-sized teams are ...",,,0,"['Education', 'maths']",27.0,
XL3GveyWOOk,Scrum Roles Non Core Role A v1,,,,0,"['Education', 'maths']",27.0,
af-MAhOnerY,"Scrum advanced deep dive - Scrum Roles (Product Owner, Scrum Master and Development Team) - 2024","This is a deep dive into Scrum team roles We'll discuss in greater detail each team member's responsibilities, how to get started ...",,,0,"['Education', 'maths']",27.0,
KNRcnPl6DgY,Scrum Roles Core Role Product Owner A v1,,,,0,"['Education', 'maths']",27.0,
ODv1r7fYZSA,"Introduction to Scrum Framework, Scrum roles & responsibilities","To join Training/Internship Program, contact WhatsApp number +91-9739403914 Subscribe our YouTube Channel: ...",,,0,"['Education', 'maths']",27.0,
BSsKJ844ZNM,Scrum Framework| Scrum Roles| Team Roles| Types of Scrum Meeting| Professional Scrum Certifications,Scrum Framework| Scrum Roles| Team Roles| Types of Scrum Meeting| Professional Scrum Certifications for Scrum Master and ...,,,0,"['Education', 'maths']",27.0,
GhSB1Kf1ruk,TrinityTG Lunch & Learn - Agile Interactive Activity: Scrum Roles,This activity will help understand various roles and responsibilities on an Agile project. This activity builds on a previous Agile ...,,,0,"['Education', 'maths']",27.0,
RHvURnweM0w,Tutorial #6 | Scrum Roles | Agile Tutorials | Testing in Nutshell | Neeraj Kumar Singh,"This video is about ""Scrum Roles"". In this video we have covered What are Scrum Roles, Who is Scrum Master, Who is ...",,,0,"['Education', 'maths']",27.0,
Uc56ZI2op64,Scrum Roles vs. Travis Hunter: Can a Scrum Team Member Play Two Positions?,"In the world of Agile and Scrum, we explore the extraordinary versatility of Travis Hunter on the football field. Join us at ...",,,0,"['Education', 'maths']",27.0,
He5Pgrzrruo,Gabi Oliveira - 3 Roles in Scrum Team: Who's who in Scrum? - Agile Transformation,"Hi everybody! I'm Gabi Oliveira and on this video I explain Who's who in the Scrum Team. If you have any question, count on me ...",,,0,"['Education', 'maths']",27.0,
oCY_xuMEYYE,Scrum Roles: Product Owner. Agile project management,Scrum: in general Express Scrum course + Tips on how to get started quickly Link to the full course: ...,,,0,"['Education', 'maths']",27.0,
_Wn0JgkD71w,Webinar: Dysfunctions and Anti-patterns in Scrum Roles,"Webinar with agile42 coaches Ebru Yalçınkaya and Ayşe Turunç, recorded on February 18, 2020. In this session, we will be ...",,,0,"['Education', 'maths']",27.0,
6yEfXDnmaZM,Mixing Scrum Roles: Why It’s a Double-Edged Sword,"Should you combine the roles of Product Owner, Scrum Master, and Developers? In this video, we dive into the pitfalls of mixing ...",,,0,"['Education', 'maths']",27.0,
uk-yhBVYOqc,Scrum Roles,Agile Scrum Roles.,,,0,"['Education', 'maths']",27.0,
6rcwQF95_XM,"THE SUNIL SHOW : Agile Insights: Demystifying Scrum, Roles & More!","THE SUNIL SHOW : Agile Insights: Demystifying Scrum, Roles & More!",,,0,"['Education', 'maths']",27.0,
8hHdeJmEY8Y,"Scrum Roles, Scrum Coaching, Agile coach",Scrum Roles overview from Agile coach Trush Volodymyr.,,,0,"['Education', 'maths']",27.0,
R4H381wMdcw,Scrum Roles - Agile for remote teams - Part 7,Scrum Roles - Agile for remote teams - Part 7.,,,0,"['Education', 'maths']",27.0,
WIjYtaIb7SU,Scrum! Role of the Product Owner vs. Scrum Master (Agile Basics),What is the role of the Product Owner vs. Scrum Master. Here is a simple model for thinking about each role - sequentially!,,,0,"['Education', 'maths']",27.0,
VWN7Hf9Xspo,SCRUM Roles and Responsibilities,"As part of this session, we will learn ""SCRUM Roles and Responsibilities""",,,0,"['Education', 'maths']",27.0,
IxphpmX0SnU,Avoid Mistakes and the Scrum Project Roles,Within this video we discuss the Scrum project roles and how the the Scrum Team avoid mistakes. Covering stakeholder ...,,,0,"['Education', 'maths']",27.0,
RLj_rwiMs6M,The Scrum Roles | Learning Agile and Scrum | Scrum Master Certification,"All you need to know to ace the Professional Scrum Master™ Certification (PSM I). Scrum is an agile development, delivery, and ...",,,0,"['Education', 'maths']",27.0,
RTy1dH0s-N0,Scrum Roles,,,,0,"['Education', 'maths']",27.0,
G9CMAV6bpvo,Roles of Scrum Master,"Thank you, VScrum Team.",,,0,"['Education', 'maths']",27.0,
nB9oxROuCzs,Scrum Role - Development Team - Roles and Responsibilities | PMP | KalpaTharu Consulting,Scrum Role Roles & Responsibilities of Development Team 1. Generalized specialist 2. Self Organising Team 3. Diverse Team 4.,,,0,"['Education', 'maths']",27.0,
WZJBxNoZUQc,Scrum Roles - Developers... CONSIST OF...,The Developers (previously known as Developement Team) are the people in the Scrum Team that are committed to creating any ...,,,0,"['Education', 'maths']",27.0,
8C8ls1Q1PbE,The 3 Roles in the Scrum Guide!,"Our second part (2/4) of The Scrum Guide. Here we delve into the Three Roles that Scrum defines. Namely the Product Owner, ...",,,0,"['Education', 'maths']",27.0,
OXSkAzNWi9s,Understand Scrum roles in Agile Projects,+91-836765 7365 For more details and career counselling call or WhatsApp us #scrummaster #scrummasterjob #scrum ...,,,0,"['Education', 'maths']",27.0,
a2QxxTC0w0Y,Agile Scrum Teams: Roles & Responsibilities,Agile Scrum Team and the roles on the team are explained in this video. #agilescrum #scrumteam #agileprojectmanagement.,,,0,"['Education', 'maths']",27.0,
f0Sa7Izkwrw,Webinar on Scrum Roles: The Agile Certified Practitioner (PMI-ACP)®,This scrum roles webinar discusses the key role and expectations of a scrummaster. The responsibility to team and process and ...,,,0,"['Education', 'maths']",27.0,
5g03CYhfq1Q,3 Scrum Java Development Scrum Roles,Scrum Java Development Video Tutorials Scrum Master.,,,0,"['Education', 'maths']",27.0,
27LijOs8bts,"Agile Sprint Planning explained with different Scrum roles - FREE IT Training, Interview, & Support",BusinessAnalysis #ProjectManagement #SAFe #Agile #ProductOwner #Consulting #Staffing #Job #Placement #Employment A ...,,,0,"['Education', 'maths']",27.0,
UU1EolF8t44,Scrum Framework For Beginners Roles& Responsibilities,00:00 Introduction: Unlocking the Power of Scrum Roles 00:43 Overview of Scrum Roles 01:05 Responsibilities of the Product ...,,,0,"['Education', 'maths']",27.0,
UHFk0Vc-gac,The Scrum Team Role,In this session we will discuss about The Scrum Team Role. Get full access to Agile Development Software Practices Scrum Roles ...,,,0,"['Education', 'maths']",27.0,
Fm8Rfh_0epc,scrum 05 roles,,,,0,"['Education', 'maths']",27.0,
GWGZNO7BMic,Overview of Scrum Roles,Created with Movavi Screen Capture Studio https://www.movavi.com/screen-capture/?c=scs950.,,,0,"['Education', 'maths']",27.0,
XbM-uBkGPbg,"Module 3 Scrum Roles and Responsibilities - Microsoft Project SCRUM, KANBAN and HYBRID","Enjoy the third module of ""Microsoft Project for SCRUM, KANBAN and HYBRID Projects"" for free! For more free content and to ...",,,0,"['Education', 'maths']",27.0,
5GCzerIHogg,Scrum Roles,Presentation on Scrum Roles for Virginia Tech Software Engineering Project 3.,,,0,"['Education', 'maths']",27.0,
ZsioD9S4IS4,In conversation with Experts Episode 2 - Scrum Roles,"In this episode, Taghi Pakshima share his answers on scrum roles questions that every ScrumMaster and coach ask. With over 20 ...",,,0,"['Education', 'maths']",27.0,
9zkvX5r153o,"Agile Scrum Roles - Product Owner, Scrum Master & Developers: #podcast #new #motivation #scrum","Ever wondered who's the captain, the problem-solver, and the progress tracker in your Scrum team? In this podcast-style video, ...",,,0,"['Education', 'maths']",27.0,
iMimtKaPC-E,"Monday Guest Speaker Series | Intro to Scrum Roles, Responsibilities, and Ceremonies with Gyan Gupta","Agile Coach, Release Train Engineer, and Senior Scrum Master Gyan Gupta gives us a rundown of the roles and responsibilities ...",,,0,"['Education', 'maths']",27.0,
Yo4-2vBA7to,Agile Scrum for dummies 2021 - The Roles,"Hey Folks, My name is David from Ablestate. In today's video, we shall look at Scrum roles. #1. Product owner #2. Scrum master ...",,,0,"['Education', 'maths']",27.0,
oiXmcqVd3ic,Can AI Replace Scrum Roles? | Humans & Bots in the Scrum Team,Can AI Replace Scrum Roles? | Humans & Bots in the Scrum Team Please post comments and questions in the comments ...,,,0,"['Education', 'maths']",27.0,
uLYygfbKREI,What are all the different roles in your scrum team.,explanation about the 3 scrum roles.,,,0,"['Education', 'maths']",27.0,
XBj4z1MngJU,APMG Agile and Scrum Roles 6th April 2020,"There are two method:, Agile Project Management and Scrum Master, We believe the two are very complimentary, although there ...",,,0,"['Education', 'maths']",27.0,
JhNuOIORIaM,"Who is a Product Owner? Roles, Responsibilities & the Path to CSPO Success! 🚀 | Scrum Essentials",Master the Product Owner Role with CSPO® Training! Certified Scrum Product Owner Training (CSPO®): ...,,,0,"['Education', 'maths']",27.0,
jlP0zBTDYbk,Scrum Roles Presentation,Scrum roles presentation for CS5704 project 3.,,,0,"['Education', 'maths']",27.0,
cVmaW1Cwq7s,Scrum Roles & Responsibilities explained: Scrum tutorial: Scrum training: Part3,"This is a 'Scrum team and roles' related training video. In this tutorial video, you will learn about what is Scrum by definition, what ...",,,0,"['Education', 'maths']",27.0,
bieP0VFVgVs,"Agile Training | Scrum Roles. Learn Now, Use Today! #agile","In this agile methodology training video, you'll learn about the three scrum roles in scrum. These scrum tips will help you ...",,,0,"['Education', 'maths']",27.0,
dL89VR4zzQw,Scrum Role - Development Team - Roles and Responsibilities #shorts #youtubeshorts,Scrum Role - Development Team - Roles and Responsibilities!! Roles & Responsibilities of Development Team 1. Generalized ...,,,0,"['Education', 'maths']",27.0,
pYZjAiwllK8,Video 2 17 Scrum Roles and Artifacts,,,,0,"['Education', 'maths']",27.0,
itsktC44AOA,Scrum Roles and Responsibilities | Product Owner | Development team | Scrum Master |CT Academy,"This video explains the different Roles in a scrum Team, as well as their responsibilities. Subscribe to our channel to get latest ...",,,0,"['Education', 'maths']",27.0,
J7rDDUcSnE0,05 Scrum Roles and Responsibilities,Chapman IT program. Lesson 05. Scrum Roles.,,,0,"['Education', 'maths']",27.0,
FJyjRcfsdRs,Roles & Responsibilities of a Scrum Master ( CSM ) | #KnowledgeHutMentoring,The video elaborates on the roles and responsibilities of a Scrum Master. From removing impediments to preparing an ...,,,0,"['Education', 'maths']",27.0,
St6OJMrF0qM,"Understanding Agile Roles: Scrum Master, Product Owner, and Development Team","In this chapter (4), we break down the essential roles in Agile ceremonies. Understand the responsibilities of the Scrum Master, ...",,,0,"['Education', 'maths']",27.0,
UFRgmpcwrog,Roles and responsibilities in Scrum Team | Product Owner | Scrum Master | Scope creep | eSeekho,"Hello friends! In this video, we covered a detailed description of the roles and responsibilities of the scrum team. such as the ...",,,0,"['Education', 'maths']",27.0,
mDwMam79HXo,Episide 7 - Scrum Roles,We go over the different roles in the Agile Scrum framework and see how these come together to make Agile Scrum tick! Scrum ...,,,0,"['Education', 'maths']",27.0,
2uzrg7GlrpU,"PMI ACP Domain1 Scrum, Steps in the Scrum Project, Scrum Roles, Artifacts and Ceremonies","PMI ACP Domain1 Scrum Steps in the Scrum Project, Scrum Roles Scrum Artifacts Scrum Ceremonies.",,,0,"['Education', 'maths']",27.0,
N6oioIAL75Q,Core Role in Scrum,"Core Roles are those roles which are mandatorily required for producing the product of the project, are committed to the project, ...",,,0,"['Education', 'maths']",27.0,
PbLgr-GIonY,Scrum Roles and Ceremonies,Created with Movavi Screen Capture Studio https://www.movavi.com/screen-capture/?c=scs950.,,,0,"['Education', 'maths']",27.0,
l3a-yiE7jr4,Product Owner - Scrum Role | PMP | KalpaTharu Consulting,What is the role of the Product Owner? Scrum is a popular Agile project management methodology. 3 key roles in Scrum are ...,,,0,"['Education', 'maths']",27.0,
qyUjA1U6Fuc,Agile Stories: Scrum Framework and Roles,"Episode 3: Scrum Framework and Roles In this fantastic episode, we'll get closer insights about Scrum Framework and Scrum ...",,,0,"['Education', 'maths']",27.0,
oXiVeb-q4I8,Scrum Roles | Mindbowser,What Are Scrum Roles? The scrum roles are the ones that take the most responsibility in the scrum team and are responsible for ...,,,0,"['Education', 'maths']",27.0,
xwWyks4mFXU,Scrum Roles - Scrum Master... IS WHO...,"A servant-leader... an impediments remover... a joker!?! The Four Stances of a Scrum Master: Teacher, Coach, Advisor, Mentor ...",,,0,"['Education', 'maths']",27.0,
W5lY4QAaEdU,Scrum Roles (in Short),Created using Powtoon -- Free sign up at http://www.powtoon.com/youtube/ -- Create animated videos and animated ...,,,0,"['Education', 'maths']",27.0,
zxGsQdRe1x0,Scrum Master - Roles & Responsibilities | PMP | KalpaTharu Consulting,"One of the role in Scrum is Scrum Master. He has responsibility towards the Product Owner, Development team and Organization ...",,,0,"['Education', 'maths']",27.0,
fXmBNcYumV0,SCRUM Roles and Responsibilities (Topic #06): PMI ACP Course Topics #productmanagement,"This topic, SCRUM Roles and Responsibilities is a part of our agile tutorial series ""PMI ACP Course Topics"". #scrum ...",,,0,"['Education', 'maths']",27.0,
_Q3xLY1Hnsc,Chapter 4 | What are different roles in Agile Scrum? | Roles in Scrum Framework #scrum #scrumrole,Chapter 4 | What are different roles in Agile Scrum? | Roles in Scrum Framework #scrum #scrumrole Explore the key roles in ...,,,0,"['Education', 'maths']",27.0,
6kje8ivtXvc,"Unit1 - Phase 2 - Scrum roles, concepts and artefacts, and the OVA - AgileMethodologies",,,,0,"['Education', 'maths']",27.0,
EVc-V-FwJNs,Agile Team – Scrum Roles - 21st May 2021 | Agile Knowledge Sharing Session | ShriLearning,Topic of Agile Knowledge Sharing Session: Agile Team – Scrum Roles Date: 21st May 2021 Time: 8:30 pm to 9:30 pm IST ...,,,0,"['Education', 'maths']",27.0,
lVqP3cM_9WM,Scrum Framework For Beginners Roles& Responsibilities | Konshuhs Agility,00:00 Introduction: Unlocking the Power of Scrum Roles 00:43 Overview of Scrum Roles 01:05 Responsibilities of the Product ...,,,0,"['Education', 'maths']",27.0,
Dp_ZxIRgqPE,Agile Tutorial #8 - Who is Product Owner in SCRUM | Roles in SCRUM,"Help me in spreading the knowledge, please hit LIKE, SHARE and SUBSCRIBE for latest tutorials. More tutorial playlists below: ...",,,0,"['Education', 'maths']",27.0,
_X8GQj61QBg,"Scrum Roles product owner, scrum master and development team","SchoolHouse Agile: In the world of Scrum, each role is like a unique piece of a well-crafted puzzle, designed to foster agility and ...",,,0,"['Education', 'maths']",27.0,
xaYGg1dlQcM,Dan Tousignant teaching Scrum Roles in Product Owner Training,"Reviewing the Scrum Master, Product Owner and Development team roles for Product Owner training. The participant guide to ...",,,0,"['Education', 'maths']",27.0,
ZbLtDNyL6R4,Scrum Framework | Roles in Scrum | Scrum Rules | Scrum Event & Scrum Artifacts | Sprint |Daily Scrum,Scrum Framework: Scrum is not just a process which provides a series of sequences that will help you to produce a high-quality ...,,,0,"['Education', 'maths']",27.0,
QChZKHQT0PA,The Scrum Master Role,,,,0,"['Education', 'maths']",27.0,
F2gtAGM0Tso,Scrum roles CSM Exam Questions,"Vivid Colors providing a Scrum roles certification provided online form industry expert trainers with real time project experience, ...",,,0,"['Education', 'maths']",27.0,
7GY8t9joawI,Types of Scrum Roles,"Greetings! Welcome to our deep dive into the fascinating world of scum roles in social deduction games! In this video, we explore ...",,,0,"['Education', 'maths']",27.0,
iXdB-C1Qc60,PMdistilled talks - The key Scrum roles,pmricampus Speaker - Abrachan Pudusserry (Aby) https;//abrachan.in @pmricampus.,,,0,"['Education', 'maths']",27.0,
gLd4NZLVrFw,What is Scrum? Agile Scrum in detail...,"In this video, Scrum framework is explained in detail. You'll understand the fundamental concepts of scrum, various scrum roles ...",,,0,"['Education', 'maths']",27.0,
uCWuz8f0M2s,Nuggets Agility: Mixing the Scrum Roles - Good or Bad?!,"Nuggets Agility is a series of short, useful, and hands-on videos. Can we mix the Scrum Roles? Can I be the Scrum Master and ...",,,0,"['Education', 'maths']",27.0,
tmxJdMFyU4E,Scrum Roles 2018-08-14,Created with Movavi Screen Capture Studio https://www.movavi.com/screen-capture/?c=scs950.,,,0,"['Education', 'maths']",27.0,
CNM1yJYK98Q,Episode 5 Scrum roles from improving agility,"In order to be Flexible yet Stable, businesses have to be Agile. Which is, it should be able to respond Quickly and Easily to ...",,,0,"['Education', 'maths']",27.0,
rgRY8WmT6BU,[Infosys] scrum master interview questions and answers ⭐ scrum master interview questions,"... scrum master simplilearn, professional scrum master, scrum master certification, certified scrum master exam, scrum roles, ...",,,0,"['Education', 'maths']",27.0,
uLXURwAER6g,AGILE Process - SCRUM Roles,AGILE Process User Stories QA Tasks Dev Tasks SCRUM Roles Scrum Master Product Owner Scrum Team.,,,0,"['Education', 'maths']",27.0,
mmqncOW6YUo,The 3 Roles On The Scrum Team,Join us on this educational journey as we unlock the secrets to creating meeting notes that truly make a difference. Discover ...,,,0,"['Education', 'maths']",27.0,
LV8YDbMqwz4,SDLC and Scrum Roles,+91-836765 7365 For more details and career counseling call or WhatsApp us #scrummaster #scrummasterjob #scrum ...,,,0,"['Education', 'maths']",27.0,
n6q62DsxYXQ,"What is Scrum? Agile Scrum Methodology Explained - Roles, Artifacts & Events | Invensis Learning",#WhatIsScrum #ScrumMethodology #InvensisLearning Subscribe to our channel: https://bit.ly/3dmqNQS Click here to check ...,,,0,"['Education', 'maths']",27.0,
-fDSvmvbHJY,Video 7- Scrum Roles with the Avengers,Dive into the Agile World of Scrum with Your Favorite Avengers! ‍♂️ About This Video: Ever wondered how Scrum would work ...,,,0,"['Education', 'maths']",27.0,
Tcnq2SgVzGw,What are the Scrum Roles on Scrum team? - Scrum Master / Leading SAFe Interview Questions,Scrum team roles are explained in this video.,,,0,"['Education', 'maths']",27.0,
inZ6jLa34II,Scrum Roles - Scrum Master ... WHO is NOT...,The Scrum Master is accountable for establishing Scrum as defined in the Scrum Guide. They do this by helping everyone ...,,,0,"['Education', 'maths']",27.0,
ASAZ6u-Dlrk,Can one person fill multiple roles on a Scrum Team?,"A Scrum Team needs a Scrum Master, Product Owner, and Developers. But what if we don't have enough people? Can one ...",,,0,"['Education', 'maths']",27.0,
GoSnSl5nMg8,What is Scrum? | Scrum Framework | Scrum Roles | Scrum Events | Scrum Artifacts | Scrum Overview,"Overview of Scrum framework, Scrum roles, Events or Ceremonies, artifacts and the recommended process are explained in this ...",,,0,"['Education', 'maths']",27.0,
KyXBpqU12m4,Agile Roles Explained: Scrum Master vs. Product Owner | Key Responsibilities and Differences,"In the world of Agile methodology, the roles of Scrum Master and Product Owner are pivotal, yet often misunderstood. Join us in ...",,,0,"['Education', 'maths']",27.0,
qJCa3hw7dhs,Scrum Roles,+91-836765 7365 For more details and career counselling call or WhatsApp us #scrummaster #scrummasterjob #scrum ...,,,0,"['Education', 'maths']",27.0,
1rQYKyFNpAA,Scrum Explained Simply! PSPO Training - Episode 1: Framework & Roles,"Starting your PSPO exam prep journey? Confused about Scrum? Don't worry, you're in the right place! Episode 1 of our PSPO ...",,,0,"['Education', 'maths']",27.0,
zgmkdHMGKPg,Top 15 Advance scrum master interview questions and answers ⭐ scrum master interview questions,"... scrum master simplilearn, professional scrum master, scrum master certification, certified scrum master exam, scrum roles, ...",,,0,"['Education', 'maths']",27.0,
XQjEziW-r2g,Visualizing Scrum: The Role of the Scrum Master #pmp #pmpexam,New 2021 Exam? Sign up: http://projectmanagementmasterclass.com Other courses: http://praizion.com Podcast: ...,,,0,"['Education', 'maths']",27.0,
XYLhZ7Gyf8g,"🔎 Hunt for ""non-traditional"" Scrum Roles and Finding Employment (us)",Scrum's influence in today's dynamic job market stretches far beyond its traditional IT and software development roots. The shift ...,,,0,"['Education', 'maths']",27.0,
TC1UJKxbjOg,¿Cuales son los roles en SCRUM? -Metodologia Agil,En este video te mostrare los roles y responsabilidades que tiene cada rol de la metodologia SCRUM . SIGUEME Instagram ...,,,0,"['Education', 'maths']",27.0,
b0_BuPd1F-k,What are the three roles of scrum?|| Scrum Team,What are the three roles of scrum?|| Scrum Team.,,,0,"['Education', 'maths']",27.0,
VAE6KS5EqqI,"What are Scrum Roles, Events and Artifacts? | #pmi","Scrum is described as ""a lightweight framework that helps people, teams, and organizations generate value through adaptive ...",,,0,"['Education', 'maths']",27.0,
qxjsp7JMIgA,What is Sprint Planning Meeting in Agile? | How to Run a Sprint Planning Meeting ? | Scrum Roles,"What is Sprint Planning Meeting in Agile? Learn about Sprint Planning Meetings, how to run them effectively, and understand key ...",,,0,"['Education', 'maths']",27.0,
jffzx7So8N8,Product Owner Roles and Responsibilities | Who is a Product Owner? | Edureka,Who is a Product Owner? Product Owner vs Project Manager Role and Responsibilities of a Product Owner Qualities of a Good ...,,,0,"['Education', 'maths']",27.0,
5ICmjL0fOzs,Agile#Scrum#Roles of SM and ST,"Description about SM,ST,PO.",,,0,"['Education', 'maths']",27.0,
tiJm6o4yw2c,Part 6: Scrum Master Roles and Responsibilities,Scrum Master is responsible for promoting and supporting Scrum. Scrum Masters do this by helping everyone understand Scrum ...,,,0,"['Education', 'maths']",27.0,
17IwbT9Dd54,"Mastering Scrum - A Complete Guide to Role ,Value & Events 2025","Unlock the secrets of agile project management with ""Mastering Scrum: A Complete Guide to Roles, Values, and Events."" In this ...",,,0,"['Education', 'maths']",27.0,
TYPp9C72gHM,Scrum Master Course 3 - Scrum Theory & Scrum Roles,Scrum theory and scrum roles.,,,0,"['Education', 'maths']",27.0,
aWSlMkbYSrk,"Scrum Roles - Scrum Master, Product Owner and Development Team Live on line class (Recording)","In this video important roles in Scrum Framework such as Scrum Master, Product Owner and Development Team are discussed.",,,0,"['Education', 'maths']",27.0,
pRxpKntapOw,The Key Players in Agile Scrum: Defining their Roles,"In this video, we'll discuss the key players in agile scrum and their roles. Agile scrum is a popular process improvement ...",,,0,"['Education', 'maths']",27.0,
BwSxoKRh6TY,Episode 5: Scrum roles from improving agility,"Episode 5 from agile tool pool series (Ep: 5/9) Disclaimer: The views, thoughts, information and opinions expressed in the videos ...",,,0,"['Education', 'maths']",27.0,
Ldz8HMj5C1o,Daily SCRUM and Role from a non-certified SCRUM Master - SCRUM Course,Build Your Own Platform & Launch Your Products! Join the Out of DevOps community lab.outofdevops.com and get the ...,,,0,"['Education', 'maths']",27.0,
h2KtBW1VSQg,Mapping Traditional Roles to Scrum,"Discover how traditional roles like project managers, development managers, and stakeholders fit into the Scrum framework.",,,0,"['Education', 'maths']",27.0,
IgsiThW-M1U,3 Jobs or Roles in Scrum (Over) Simplified,"This shorts introduces you to an (over) simplified version of Scrum's roles. Want to know more about this, join one of my upcoming ...",,,0,"['Education', 'maths']",27.0,
JGKXHdtenMI,16 Manual Testing Scrum Roles Diagram,manualtesting #agile #agilescrum #rolesinagile.,,,0,"['Education', 'maths']",27.0,
502ILHjX9EE,Agile Product Ownership in a Nutshell,This is basically a 1 day product ownership course compressed into 15 minute animated presentation. There's obviously more to ...,,,0,"['Education', 'maths']",27.0,
vwxE7ucA2qc,Scrum Master And Product Owner Roles and Responsibilities? | Scrum Master Tutorial | @techagent2.0,Scrum Master And Product Owner Roles and Responsibilities? | Scrum Master Tutorial | @techagent2.0 #scrum #ScrumMaster ...,,,0,"['Education', 'maths']",27.0,
meA0PIwik-w,[Role Play] How To identify Inexperienced Scrum Master ❌❌ scrum master interview questions Part 1/4,"In This Video, #careerstalk Team done Role play How To identify Inexperienced Scrum Master ❌❌ scrum master interview ...",,,0,"['Education', 'maths']",27.0,
1rWIyMwGVec,What is a Scrum Master | Scrum Guide Simplified | Scrum Master role,Video describes Scrum Master Role as per Scrum Guide. Scrum Master service to PO Scrum Master service to Dev Team Scrum ...,,,0,"['Education', 'maths']",27.0,
wCnWwJNTu9U,Top 50 Scrum Master Interview Question and Answers | Scrum Master Certification | Edureka,"- - - - - - - - - - - - - - - - - Join Edureka's Meetup community and never miss any event – YouTube Live, Webinars, Workshops, etc.",,,0,"['Education', 'maths']",27.0,
N9KaLqn_SVs,SCRUM MASTER | AGILE | SCRUM ROLES | ROLES AND RESPONSIBILITIES | HIGH LEVEL EXPLANATION,This video is all about SCRUM MASTER | AGILE | SCRUM ROLES | ROLES AND RESPONSIBILITIES | HIGH LEVEL ...,,,0,"['Education', 'maths']",27.0,
B8zOVOkkh3Q,[3 Jobs Offers ] scrum master interview questions and answers ⭐ scrum master interview questions,"In This Video, Arun shared REAL scrum master interview questions and answers ⭐ scrum master interview questions⭐ asked ...",,,0,"['Education', 'maths']",27.0,
QqhBcS9NDiQ,Role of Scrum master,Just for fun.,,,0,"['Education', 'maths']",27.0,
rOChQRckjf0,[English + Tagalog] Scrum Framework and Scrum Roles,Scrum Framework and Scrum Roles by Code Working (Lucman Abdulrachman) #scrum #agile #pinoy Presentation: ...,,,0,"['Education', 'maths']",27.0,
W3bAwD7Hanw,The SCRUM GUIDE 2020 FULL AUDIO PODCAST | SCRUM MASTER | PRODUCT OWNER ROLE,The SCRUM GUIDE 2020 FULL AUDIO PODCAST | SCRUM MASTER | PRODUCT OWNER ROLE This is the most engaging ...,,,0,"['Education', 'maths']",27.0,
xk0IQ7BvnKg,Scrum Roles in 6 minutes - LISS #3,Lets Learn It Short and Simple( LISS) series on Agile scrum by Venkat For training and consultation visit www.bizards.in.,,,0,"['Education', 'maths']",27.0,
yz-rVywFfAc,Scrum Master Role - It’s a Spectrum,,,,0,"['Education', 'maths']",27.0,
oCVTjmkuCH4,Mastering Scrum Fundamentals: A Guide to Understanding Scrum Roles and Process,Scrum is popularly adopted and is the most common framework used by most organizations for Agile project management.,,,0,"['Education', 'maths']",27.0,
Y3Yrr4-3oAA,agile roles and responsibilities explained | product owner | scrum master development/test team,agile roles and responsibilities explained | product owner | scrum master development/test team #agileroles ...,,,0,"['Education', 'maths']",27.0,
iN-59Yrbm_w,Roles and Responsibilities of a Scrum Master | Scrum Master #agile #scrummaster #scrum #development,"Welcome to DIGITAL DUNIYA! In today's enlightening video, we're diving deep into the world of Agile with a focus on the Scrum ...",,,0,"['Education', 'maths']",27.0,
eQcRP7bBK-Y,Agile Methodology & scrum - Roles i.e Product owner scrum Team Scrum Master,This is a session video on Agile Methodology - Roles i.e Product owner scrum Team Scrum Master For More details Please reach ...,,,0,"['Education', 'maths']",27.0,
7vFPXzRrZnY,Lecture-3 Scrum | Scrum Roles | Scrum artifacts | Events of Scrum | User stories | Agile,"Welcome to the Ultimate Guide to Scrum & Agile! In this video, we dive deep into the world of Agile development and explore: ...",,,0,"['Education', 'maths']",27.0,
cSrFbWxkKJ8,Week 6: Roles and Responsibilities,Agile Project Management 05:53 - Historical Context of Scrum Roles 07:57 - Complexity & Continuous Improvement 09:00 ...,,,0,"['Education', 'maths']",27.0,
E21Pb2wXLkQ,Scrum Master Roles And Responsibilities | Scrum Master | Invensis Learning,"A Scrum Master facilitates the effective implementation of scrum framework in an agile environment for developing, maintaining, ...",,,0,"['Education', 'maths']",27.0,
f-rsUA2VLn8,The scrum master role explained,Follow InfoWorld to satisfy your tech business needs! ---------------------------------- SUBSCRIBE: ...,,,0,"['Education', 'maths']",27.0,
in0ipuiG_aE,What is Scrum? Role of a Scrum Master Explained in Simple Terms! #agile #scrummaster #kanban,"Want to understand Scrum and the role of a Scrum Master in just a few minutes? In this video, we break down: ✓ What is Scrum?",,,0,"['Education', 'maths']",27.0,
-Fu_o5bCXVo,[HCL] scrum master interview questions and answers ⭐ scrum master interview questions,"... scrum master simplilearn, professional scrum master, scrum master certification, certified scrum master exam, scrum roles, ...",,,0,"['Education', 'maths']",27.0,
b02ZkndLk1Y,What Is Scrum? Agile Coach (2018),"By the end of this video, you will understand the basic definition of scrum, key benefits, and how sprints and milestones fit into the ...",,,0,"['Education', 'maths']",27.0,
